CODGEO;LIBGEO;REG;DEP;P14_POP;P09_POP;SUPERF;NAIS0914;DECE0914;P14_MEN;NAISD16;DECESD16;P14_LOG;P14_RP;P14_RSECOCC;P14_LOGVAC;P14_RP_PROP;NBMENFISC14;PIMP14;MED14;TP6014;P14_EMPLT;P14_EMPLT_SAL;P09_EMPLT;P14_POP1564;P14_CHOM1564;P14_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
91630;Le Val-Saint-Germain;11;91;1418.0;1471.0;12.57;63.0;41.0;539.767571329;13.0;9.0;618.787179172;539.767571329;44.5751633987;34.4444444444;470.693110647;561.0;;29165.3333333;;119.165595433;72.6703521501;138.329362;954.214335421;44.4050104384;722.321503132;128.0;6.0;6.0;16.0;89.0;12.0;11.0;26.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.0929802396, 48.5934793661], [2.0928568568, 48.5907373918], [2.0932023513, 48.5893447666], [2.0942265905, 48.587593873], [2.0947036984, 48.5870559512], [2.0964108003, 48.5870590286], [2.1004288817, 48.5864057802], [2.107465411, 48.5843843088], [2.1082802091, 48.5840710629], [2.1083505768, 48.5834418781], [2.1082851847, 48.5829025343], [2.1078145958, 48.5822719933], [2.1065314308, 48.5811909543], [2.1053269726, 48.5778857995], [2.1046257826, 48.5756810176], [2.1040774221, 48.5695362385], [2.1023496148, 48.5620709076], [2.1010242476, 48.55582122], [2.1013658745, 48.5551023142], [2.1015704648, 48.5547880965], [2.1003522252, 48.5544712212], [2.0974438579, 48.5540155741], [2.0960915086, 48.5536985365], [2.0931865721, 48.5523440969], [2.0931190135, 48.5522545201], [2.0923071903, 48.5520279217], [2.0817557633, 48.549839125], [2.060757536, 48.5495222076], [2.0600800688, 48.5495204538], [2.0594732806, 48.549204388], [2.0561625332, 48.548028443], [2.0557563364, 48.5479370556], [2.0560897185, 48.5488366246], [2.0562222712, 48.5493765495], [2.0557234668, 48.5540497089], [2.0539773103, 48.5607748493], [2.0537336194, 48.5712695469], [2.0535784022, 48.5749099081], [2.0535781329, 48.5749998662], [2.0545870575, 48.5764850328], [2.0546540212, 48.5765305449], [2.0549956081, 48.5758567581], [2.0573038814, 48.5750528321], [2.0588627844, 48.5748321758], [2.0605561723, 48.5747466016], [2.0631293877, 48.5748874368], [2.0711846855, 48.5758043095], [2.072267357, 48.5759863784], [2.0758569102, 48.5777703263], [2.0839716634, 48.5833107001], [2.0854953413, 48.5860472795], [2.0872243741, 48.5928830223], [2.0871513256, 48.5939619632], [2.0892515461, 48.593831419], [2.0918273704, 48.5935668311], [2.0929802396, 48.5934793661]]]}";48.5673575323, 2.08102411056
91654;Videlles;11;91;610.0;657.0;8.7;25.0;17.0;250.306946688;7.0;8.0;294.599305492;250.306946688;26.1727574751;18.1196013289;211.873990307;253.0;;26257.1428571;;65.8687636987;35.737581151;57.411726;428.675282714;26.6074313409;350.823909532;58.0;11.0;2.0;9.0;31.0;5.0;5.0;11.0;1.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4151854841, 48.4811273992], [2.4232983297, 48.4805823106], [2.4233657357, 48.480851627], [2.430195108, 48.4809808483], [2.4353321602, 48.4804377174], [2.436210456, 48.4803024475], [2.4357977321, 48.4765265404], [2.4394362952, 48.4749865089], [2.4450573309, 48.4754393344], [2.4449220995, 48.4753046574], [2.4431592899, 48.4726092028], [2.4419374086, 48.4705882863], [2.441530045, 48.4693295806], [2.4415279891, 48.4682509072], [2.4459011973, 48.4640691883], [2.4469860509, 48.460604334], [2.4458920361, 48.4541685794], [2.4446720284, 48.4526406762], [2.4444700307, 48.4526865127], [2.4336616245, 48.4542916878], [2.4235958318, 48.4569376799], [2.4229215043, 48.4572528784], [2.4217730423, 48.4573885344], [2.4196782677, 48.4574799727], [2.4171779981, 48.457302189], [2.4133101148, 48.4568998871], [2.4127017302, 48.4562716242], [2.412026536, 48.4569007337], [2.4104403179, 48.4583179068], [2.4061536025, 48.4619392039], [2.4058839154, 48.4619837365], [2.4035174148, 48.4614464782], [2.4005423222, 48.4605489418], [2.3998661872, 48.4604141776], [2.4003416989, 48.4624821646], [2.401256499, 48.4643472438], [2.4019689991, 48.4658073552], [2.4032569561, 48.4687736522], [2.4029893641, 48.4716052683], [2.4007588812, 48.4715616464], [2.3981897816, 48.4717879575], [2.392175429, 48.4724203575], [2.3910936884, 48.472600141], [2.3887283662, 48.4730953844], [2.3857532399, 48.4733220351], [2.3858889158, 48.4736367103], [2.3863634555, 48.4741303653], [2.387512879, 48.4753436115], [2.3890701173, 48.4770960257], [2.391236451, 48.4796576116], [2.3913719615, 48.480691084], [2.3917784288, 48.4806463854], [2.3988741675, 48.4783047836], [2.4050608809, 48.4791114201], [2.4151856342, 48.4809924555], [2.4151854841, 48.4811273992]]]}";48.4684135081, 2.42149085346
91617;Tigery;11;91;3346.0;2532.0;8.64;302.0;42.0;1157.66658751;75.0;11.0;1329.43105856;1157.66658751;3.81698824573;167.947482812;816.126558812;1163.0;77.9879621668;26133.8095238;;1682.51219992;1576.88621682;1415.68616;2207.2961546;145.656577315;1791.14212761;210.0;4.0;11.0;25.0;143.0;37.0;27.0;45.0;26.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5052254394, 48.6318500036], [2.5006907762, 48.6320685547], [2.4918256558, 48.6392757332], [2.491622114, 48.6394106907], [2.4914210871, 48.6402643658], [2.4999253706, 48.6489724834], [2.5074379179, 48.6561691713], [2.5172062039, 48.6598781729], [2.5181575417, 48.6603713458], [2.5182937388, 48.6603260222], [2.5288104515, 48.6607134645], [2.5290141232, 48.66071337], [2.5336146171, 48.6573349814], [2.5411152047, 48.6515443695], [2.5421217099, 48.6514816781], [2.544276312, 48.6514647511], [2.5475630357, 48.6508296372], [2.5479654645, 48.6496609191], [2.5419450901, 48.6462252317], [2.5419821901, 48.6427622938], [2.5423581832, 48.6367082711], [2.5424110527, 48.6354734502], [2.542195134, 48.6333164977], [2.5414109488, 48.6323626993], [2.5364551529, 48.6311120875], [2.5336469132, 48.6314762232], [2.5312131033, 48.6321520983], [2.5274213139, 48.6333712458], [2.5269463228, 48.6333720592], [2.5253175177, 48.633104722], [2.5227391885, 48.6323451274], [2.5214067511, 48.6318774325], [2.5136425529, 48.6311974376], [2.512189435, 48.6311681087], [2.508899431, 48.6316592178], [2.5052254394, 48.6318500036]]]}";48.6445149999, 2.52010600086
91546;Saint-Cyr-sous-Dourdan;11;91;1006.0;1007.0;9.89;48.0;35.0;402.0;13.0;5.0;463.0;402.0;23.0;38.0;350.0;409.0;;27677.5;;116.6610536;71.7456096552;127.551836;666.0;30.0;509.0;100.0;4.0;2.0;19.0;67.0;8.0;8.0;21.0;3.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.0175700627, 48.5575937559], [2.0167417716, 48.5600635635], [2.0165304773, 48.5615012052], [2.0165112441, 48.5646928843], [2.0172269625, 48.5694595519], [2.023927231, 48.5790694358], [2.0303353637, 48.5861333083], [2.034792177, 48.5885723574], [2.0357413856, 48.5888670222], [2.036756908, 48.5891694126], [2.0438191878, 48.5856729603], [2.047515459, 48.5817209846], [2.0521249573, 48.5781423012], [2.05491979, 48.5774295579], [2.0546540212, 48.5765305449], [2.0545870575, 48.5764850328], [2.0535781329, 48.5749998662], [2.0535784022, 48.5749099081], [2.0537336194, 48.5712695469], [2.0539773103, 48.5607748493], [2.0557234668, 48.5540497089], [2.0562222712, 48.5493765495], [2.0560897185, 48.5488366246], [2.0557563364, 48.5479370556], [2.0543380052, 48.547394109], [2.0509613863, 48.5459026236], [2.0506915001, 48.5457673251], [2.0502096732, 48.5471596934], [2.0397824843, 48.5473584391], [2.0358202414, 48.547821174], [2.0302156266, 48.5487274049], [2.0271662128, 48.5493493292], [2.0258772561, 48.5496599444], [2.0244538054, 48.5500612042], [2.020872622, 48.5544795123], [2.0183136983, 48.5576862592], [2.0181104303, 48.557685481], [2.0175700627, 48.5575937559]]]}";48.5658395089, 2.03712243151
93049;Neuilly-Plaisance;11;93;21005.0;20318.0;3.42;1559.0;594.0;8577.34800256;292.0;137.0;9318.84746402;8577.34800256;193.755028737;547.74443272;5334.63832694;8316.0;70.8298306713;23658.6666667;12.6023229421;5213.8337529;4469.65424483;5364.875244;14144.188183;1221.23148839;10932.5588843;1733.0;1.0;75.0;253.0;1211.0;255.0;193.0;356.0;103.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5204326157, 48.8745727364], [2.5207722709, 48.8742575349], [2.5194993103, 48.8671171786], [2.5186999471, 48.8593554277], [2.5186676181, 48.8559207305], [2.5200197431, 48.8539826905], [2.5208314735, 48.8524094004], [2.5208308154, 48.8521845626], [2.5206263955, 48.8521846431], [2.5177646697, 48.8518745624], [2.5165213316, 48.8516321186], [2.5159940542, 48.8514726021], [2.5156528292, 48.8513830857], [2.5155169666, 48.8513384679], [2.5147662704, 48.8510251528], [2.5138790753, 48.85029848], [2.5136731963, 48.8501636412], [2.5133340751, 48.8504338639], [2.5063240867, 48.8557562265], [2.5004000287, 48.8558539496], [2.499718939, 48.8556748334], [2.4989725972, 48.8567545153], [2.4964604243, 48.8591847741], [2.4963948645, 48.8599039677], [2.4968038339, 48.8600378905], [2.4972815095, 48.8603969345], [2.4987183286, 48.8626423059], [2.4994722995, 48.8638991326], [2.5004329042, 48.8663556245], [2.508314467, 48.8769274651], [2.5091354998, 48.877914692], [2.5093400208, 48.8779146311], [2.5105649862, 48.8774187236], [2.5118561232, 48.8766973436], [2.5123662758, 48.8760905818], [2.5128060528, 48.8755725641], [2.5145752421, 48.874896266], [2.5189341235, 48.8744399192], [2.5196839865, 48.8744393331], [2.5204326157, 48.8745727364]]]}";48.8637518036, 2.51036788746
93055;Pantin;11;93;54852.0;52161.0;5.01;5044.0;1535.0;23554.8595472;1054.0;327.0;25614.9408089;23554.8595472;627.907563408;1432.17369824;6869.74242027;22543.0;51.8799326062;15786.0;32.7264330856;27910.4715562;25353.3381002;27583.911278;37115.1775051;5398.17645974;28286.6580732;7371.0;6.0;374.0;1459.0;4963.0;1334.0;569.0;1706.0;422.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4244192752, 48.8911917616], [2.4243302103, 48.890982692], [2.4215611491, 48.8878361228], [2.4186535964, 48.8847877321], [2.4174571709, 48.8842225382], [2.4171840794, 48.8841330755], [2.4146905613, 48.8835957067], [2.4118553718, 48.8833722703], [2.4113100834, 48.8832373897], [2.4112433412, 48.8843162501], [2.4111762028, 48.8845857169], [2.4099188341, 48.8868790937], [2.4081834208, 48.8885063932], [2.4015057766, 48.8896333256], [2.3986443943, 48.8894103473], [2.3985767954, 48.8899495999], [2.3984412687, 48.8909381705], [2.3976272337, 48.8945781132], [2.395518584, 48.8976350515], [2.3949062934, 48.8984440395], [2.392659014, 48.8997933245], [2.3903286187, 48.9010081458], [2.3894416378, 48.9011520138], [2.3901249212, 48.9018614543], [2.3940965259, 48.9055534901], [2.3959388672, 48.9072597868], [2.4001699128, 48.9111228749], [2.4003743848, 48.9112569953], [2.4005781903, 48.9112121508], [2.4010555766, 48.9109870152], [2.4029635561, 48.9098625189], [2.4045291719, 48.9089629147], [2.4052795501, 48.9086033238], [2.4067789145, 48.9082429431], [2.4080047183, 48.9080628515], [2.4084830703, 48.9081074819], [2.4112809242, 48.9110260127], [2.4112817798, 48.911070982], [2.4080799997, 48.9133196434], [2.4077404308, 48.9135445886], [2.4054914837, 48.9145343695], [2.4041967753, 48.9147599568], [2.4042653287, 48.9148502276], [2.4075419873, 48.9179123963], [2.4087678415, 48.9175074735], [2.4093818703, 48.9171471863], [2.4100624941, 48.9166892005], [2.4103931433, 48.916529854], [2.414086729, 48.9084183028], [2.4191896926, 48.9027442571], [2.4240178425, 48.8951791927], [2.42681244, 48.8956836261], [2.4277281319, 48.8958876527], [2.4272542974, 48.8945732897], [2.4266370576, 48.8929075039], [2.4259334316, 48.8930192452], [2.4249499091, 48.8925405871], [2.4245247179, 48.8915232168], [2.4244192752, 48.8911917616]]]}";48.8984598394, 2.40893736699
93048;Montreuil;11;93;104748.0;103192.0;8.92;9325.0;3000.0;44795.6593509;1817.0;549.0;48088.5540453;44795.6593509;610.519774787;2682.37491955;16773.133965;43077.0;58.6012526096;17872.1980676;27.0112402994;53368.4471151;47713.123476;48942.464353;70655.2038007;9876.30354716;55289.729166;13774.0;7.0;557.0;1806.0;10210.0;1812.0;1194.0;2711.0;702.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4516631893, 48.8784872247], [2.453910769, 48.8783050428], [2.4545920462, 48.8783495175], [2.4589538111, 48.8786148253], [2.4634629597, 48.8784750395], [2.4642129055, 48.8783399023], [2.4647569848, 48.878069841], [2.4657101087, 48.8777989054], [2.46771776, 48.8768042027], [2.4699253946, 48.8745054293], [2.4701290233, 48.8740557681], [2.4731245338, 48.8703988317], [2.4755961495, 48.8676910092], [2.4792213752, 48.8654630035], [2.4820863654, 48.8626182508], [2.481538213, 48.8614053713], [2.4807860739, 48.8601484347], [2.4786066023, 48.8601506503], [2.4626327307, 48.8571859115], [2.447654911, 48.852094875], [2.4471088963, 48.8511516363], [2.4469726158, 48.8511519058], [2.4451343999, 48.8516479292], [2.4305627651, 48.8499642368], [2.4193094255, 48.8493318665], [2.4189687408, 48.8493320113], [2.4180025558, 48.8493327114], [2.4163411303, 48.8492337836], [2.4162925665, 48.8495546151], [2.4162022279, 48.8500766972], [2.4158409258, 48.8521587276], [2.4156430989, 48.8532720546], [2.4154457176, 48.8543449118], [2.4153677176, 48.8547375454], [2.4153349711, 48.8549838065], [2.4153151254, 48.8551734717], [2.4168547941, 48.8559391339], [2.4228006136, 48.8606625353], [2.4279881488, 48.8657660113], [2.4299226854, 48.8688608621], [2.4339172552, 48.8739790333], [2.4353586024, 48.8745838949], [2.4358353089, 48.8739988804], [2.4360381589, 48.8737741045], [2.4382426187, 48.8713823578], [2.4386334738, 48.8712942584], [2.4401352955, 48.8713444602], [2.4435419255, 48.8718801589], [2.4447687792, 48.8721484606], [2.4453826166, 48.8723725416], [2.4464052482, 48.8730014104], [2.4516606044, 48.8770491916], [2.4516631893, 48.8784872247]]]}";48.8631652232, 2.4482059517
93007;Le Blanc-Mesnil;11;93;54227.0;51106.0;8.05;4902.0;1440.0;19024.052658;1137.0;276.0;20171.5134862;19024.052658;320.058941544;827.401886578;7914.73535316;18602.0;48.9198194325;15706.5;31.2060843003;11428.4477879;10282.3226284;11306.602692;34832.6509985;5476.39481281;25219.3348906;3437.0;5.0;110.0;644.0;2302.0;754.0;376.0;781.0;191.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.4560099122, 48.9557715792], [2.4568288043, 48.9556808693], [2.4592832649, 48.9550948542], [2.4594885661, 48.9550490183], [2.4601322219, 48.9547371769], [2.4712878006, 48.9480675949], [2.4774006184, 48.9445036256], [2.478848096, 48.9435153362], [2.4795278668, 48.9427062494], [2.4822638159, 48.9377541189], [2.4829816063, 48.9339308017], [2.4813185621, 48.9246763128], [2.481072627, 48.9234738032], [2.479805502, 48.9199961616], [2.4793970138, 48.9197713638], [2.477283751, 48.9201335692], [2.4768752896, 48.9201785495], [2.4765327526, 48.9199099647], [2.475849051, 48.9191021119], [2.4742647762, 48.9184296961], [2.4741292298, 48.918474965], [2.4690166573, 48.9191097973], [2.4650560125, 48.922364692], [2.4625060952, 48.9262705715], [2.4607999403, 48.9328771257], [2.4554901092, 48.937340515], [2.4549462075, 48.9377903786], [2.4533779712, 48.9384208231], [2.4509245784, 48.939232446], [2.4490701771, 48.939548575], [2.4483876263, 48.9395490329], [2.4470231309, 48.9392360929], [2.4424489291, 48.9373075379], [2.4422437738, 48.9372175549], [2.4412194376, 48.9366345484], [2.4387625237, 48.9357381789], [2.4384903991, 48.9357836668], [2.4307196152, 48.9388899855], [2.4306526186, 48.9390245588], [2.4310640494, 48.9405975473], [2.4320215213, 48.9416749228], [2.43420903, 48.944009889], [2.434550031, 48.9444143718], [2.4349610586, 48.9449082115], [2.4350287382, 48.9450874854], [2.4353016922, 48.9452218636], [2.4376266257, 48.9478802431], [2.4453640567, 48.9549017807], [2.4473336945, 48.9556167961], [2.4475243022, 48.955798426], [2.4480197421, 48.9559499852], [2.4536894989, 48.9555497028], [2.4560099122, 48.9557715792]]]}";48.9393045402, 2.46120831872
93050;Neuilly-sur-Marne;11;93;34955.0;33157.0;6.86;2995.0;882.0;13424.4471893;621.0;213.0;14159.8104388;13424.4471893;40.5831695481;694.780079974;6090.0966273;13196.0;62.9262009395;19342.7586207;19.0158848706;9994.18488478;8926.1311244;9400.704391;23320.7371039;2556.68874217;17793.2232294;2221.0;0.0;100.0;324.0;1546.0;406.0;251.0;512.0;151.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.529846599, 48.8742881231], [2.5300520633, 48.8743329967], [2.5387902149, 48.8702966445], [2.5478244919, 48.8725056787], [2.5549140797, 48.8702362777], [2.5556598801, 48.8694260594], [2.5570170991, 48.8682107059], [2.5578993783, 48.867534977], [2.5588516036, 48.8671283977], [2.5628641512, 48.8659074451], [2.5643243071, 48.865554837], [2.5676272327, 48.8658788812], [2.5675728532, 48.8656970207], [2.566118258, 48.8652205088], [2.5651790199, 48.8648987382], [2.5644029533, 48.8638113262], [2.5644078196, 48.8627402429], [2.5667123598, 48.8580361121], [2.5667802636, 48.857901458], [2.5669153302, 48.8577211809], [2.5670500148, 48.8575867682], [2.5673897252, 48.8572174713], [2.5676602228, 48.8568119499], [2.5677250387, 48.8562276167], [2.567450857, 48.8555997894], [2.5669042268, 48.8552857428], [2.5631534222, 48.8541695223], [2.5624717614, 48.8540357286], [2.5608368535, 48.8538147978], [2.5598150942, 48.8537714725], [2.5570105585, 48.8539113118], [2.5551734671, 48.8542291573], [2.5530631844, 48.8544578193], [2.5491131858, 48.8545104507], [2.5467299158, 48.8544690704], [2.5355243231, 48.8535762235], [2.5236230761, 48.8524942932], [2.5208308154, 48.8521845626], [2.5208314735, 48.8524094004], [2.5200197431, 48.8539826905], [2.5186676181, 48.8559207305], [2.5186999471, 48.8593554277], [2.5194993103, 48.8671171786], [2.5207722709, 48.8742575349], [2.5204326157, 48.8745727364], [2.5224659252, 48.8752607527], [2.5248353958, 48.8755723536], [2.5255093531, 48.8755246649], [2.5264337291, 48.8752261532], [2.5297363424, 48.8738155456], [2.529846599, 48.8742881231]]]}";48.8626509058, 2.54022465396
92076;Vaucresson;11;92;8747.0;8618.0;3.08;524.0;321.0;3535.08863087;81.0;54.0;3888.58620802;3535.08863087;54.3179203911;299.179656758;2520.14421367;3469.0;84.666283084;37881.3333333;5.14037168841;2731.40033705;2344.37613576;2702.498178;5302.87419107;323.757059368;3970.16426394;1009.0;1.0;24.0;52.0;803.0;104.0;129.0;169.0;34.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.148481479, 48.828486429], [2.1478702696, 48.8305434891], [2.1477321397, 48.8309931013], [2.1467357883, 48.8336877736], [2.1458760216, 48.8360227518], [2.1458671766, 48.8368950967], [2.1462762878, 48.8383694175], [2.148296504, 48.8443944124], [2.1509564592, 48.8479865622], [2.151531635, 48.8484826033], [2.1519657805, 48.8487689858], [2.1532113487, 48.8488524566], [2.1565158211, 48.8478559035], [2.1571172904, 48.847740525], [2.1598678402, 48.8475368257], [2.1598990054, 48.8475478371], [2.1598730726, 48.8477194364], [2.1600334361, 48.8476621027], [2.1601259028, 48.8476744438], [2.1647805677, 48.8485506461], [2.1710450758, 48.8497535112], [2.1774365857, 48.8516485369], [2.182612611, 48.8515616945], [2.1823018571, 48.8502608755], [2.1818108083, 48.8482060438], [2.1790201156, 48.8441280337], [2.1666802626, 48.8378117832], [2.1666241524, 48.8377421395], [2.1610961804, 48.8376846104], [2.1593639837, 48.8377156198], [2.1553593614, 48.8362223054], [2.1539464373, 48.8339611467], [2.1519328843, 48.8302746668], [2.1516307626, 48.8295026425], [2.151460731, 48.825972206], [2.1514671217, 48.8218970738], [2.1514696651, 48.821406019], [2.1504466895, 48.8236679425], [2.1490189255, 48.8269396951], [2.148481479, 48.828486429]]]}";48.8419841105, 2.1614035779
93015;Coubron;11;93;4751.0;4705.0;4.14;304.0;120.0;1821.40341682;45.0;26.0;1922.45742348;1821.40341682;7.15426595845;93.8997407047;1535.84860787;1815.0;79.7245179063;25376.6666667;5.51404819531;664.164327836;548.905638445;673.65964;3104.59479064;209.167102079;2338.28222917;326.0;3.0;9.0;51.0;221.0;55.0;42.0;57.0;10.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.5914203682, 48.9071463047], [2.5888539733, 48.9082184716], [2.578566811, 48.9072906238], [2.5706259864, 48.907576276], [2.5663343664, 48.9080338437], [2.5656949475, 48.9081475358], [2.5652020124, 48.9083633764], [2.5599940665, 48.9110116582], [2.5599936864, 48.9110566213], [2.5608821842, 48.9115041308], [2.5639702098, 48.9130711804], [2.564045114, 48.9145534793], [2.5639812636, 48.9154974981], [2.5627023463, 48.9192833228], [2.5621631403, 48.920767868], [2.5593556748, 48.9213115339], [2.5592198141, 48.9214018617], [2.5592216226, 48.9216716529], [2.5597858662, 48.9228841595], [2.5608848691, 48.9247694852], [2.5622349116, 48.9261862918], [2.5636932933, 48.927549519], [2.5645822001, 48.9283117411], [2.5648539309, 48.9281319737], [2.5652599634, 48.9272323726], [2.5690504134, 48.9260158531], [2.5736484408, 48.9254828425], [2.5792483759, 48.9272733115], [2.5869985885, 48.9274747322], [2.5920576097, 48.9252303827], [2.5923362853, 48.9250209003], [2.5922651048, 48.9245260558], [2.5921965579, 48.9243918302], [2.5906912334, 48.9233615209], [2.5894107299, 48.9175396927], [2.58880163, 48.9094907878], [2.5923641354, 48.9077043829], [2.5919977027, 48.9071123009], [2.5916178678, 48.9073601103], [2.5914203682, 48.9071463047]]]}";48.9174973089, 2.57616543001
75118;Paris 18e Arrondissement;11;75;199135.0;200631.0;6.01;16635.0;5840.0;105407.568842;3082.0;1134.0;121524.814529;105407.568842;6149.75987513;9967.48581203;35415.2602564;92597.0;64.9735678067;20526.0;23.5358100632;90977.671079;75597.7133785;93673.172762;144404.444661;15736.5071709;114907.043292;32544.0;14.0;959.0;1765.0;26925.0;4232.0;2881.0;6331.0;925.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3646776664, 48.8842913519], [2.3635193726, 48.8843364616], [2.3592953095, 48.884292348], [2.3507778034, 48.8837545322], [2.3495508401, 48.8836201679], [2.3471534125, 48.8833058437], [2.3379555061, 48.8822498834], [2.3273252396, 48.8834856667], [2.3271206971, 48.8834854166], [2.3270529463, 48.8839796681], [2.3269851598, 48.8841600527], [2.3259621801, 48.886496154], [2.3257571418, 48.8869545568], [2.326097437, 48.8891112626], [2.3268469286, 48.8915832292], [2.3283799127, 48.8962341425], [2.3299805852, 48.9008404277], [2.329980522, 48.9011632821], [2.3312750534, 48.9011633226], [2.348396823, 48.9015229952], [2.3518739448, 48.9015220769], [2.3600520357, 48.9016110185], [2.365846786, 48.9016094651], [2.370290514, 48.9016535953], [2.3702883061, 48.8986786531], [2.3700908691, 48.8953807204], [2.3698082422, 48.8933764506], [2.3666557428, 48.8863576922], [2.3646776664, 48.8842913519]]]}";48.8924795867, 2.34788399021
75119;Paris 19e Arrondissement;11;75;187156.0;184787.0;6.79;15380.0;5267.0;84313.0406401;2912.0;1164.0;94331.9710155;84313.0406401;3510.64333275;6508.2870427;24455.0373902;79887.0;61.9816821401;18968.2608696;24.4310496215;89359.0345312;78686.4391258;90131.339377;128369.875529;16023.9678034;96618.0982705;23785.0;10.0;654.0;1602.0;18776.0;2915.0;2743.0;4103.0;952.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3770153521, 48.8719211293], [2.3761987097, 48.8726048684], [2.3712287617, 48.8770548535], [2.3703430908, 48.8779090609], [2.3702102259, 48.8825821814], [2.3691059956, 48.8835710245], [2.368494266, 48.8839760942], [2.3646776664, 48.8842913519], [2.3666557428, 48.8863576922], [2.3698082422, 48.8933764506], [2.3700908691, 48.8953807204], [2.3702883061, 48.8986786531], [2.370290514, 48.9016535953], [2.3721309889, 48.9017423972], [2.3851496429, 48.9020077852], [2.3889654526, 48.9012781869], [2.3894416378, 48.9011520138], [2.3903286187, 48.9010081458], [2.392659014, 48.8997933245], [2.3949062934, 48.8984440395], [2.395518584, 48.8976350515], [2.3976272337, 48.8945781132], [2.3984412687, 48.8909381705], [2.3985767954, 48.8899495999], [2.3986443943, 48.8894103473], [2.3988455272, 48.8871090951], [2.4083081686, 48.8804086018], [2.4094653049, 48.8800932555], [2.4106903466, 48.8784751065], [2.410484969, 48.8784300283], [2.3944037597, 48.8751589326], [2.3868980091, 48.8743625878], [2.3802173903, 48.872873061], [2.3770153521, 48.8719211293]]]}";48.8869811828, 2.38492060381
95690;Wy-dit-Joli-Village;11;95;318.0;332.0;8.37;12.0;12.0;138.591044776;2.0;0.0;169.257711443;138.591044776;21.0833333333;9.58333333333;117.707462687;138.0;;29810.4761905;;37.2803267853;21.7753711695;39.113065;212.632835821;7.59402985075;173.713432836;32.0;7.0;3.0;3.0;15.0;3.0;4.0;6.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[1.8310617675, 49.0827800729], [1.8303105864, 49.0826414781], [1.8283985705, 49.0823189175], [1.8239379122, 49.0805326465], [1.8232504556, 49.077346228], [1.8235983425, 49.0766734087], [1.8161461864, 49.0765067151], [1.8153941094, 49.076412978], [1.8152558684, 49.076592362], [1.8133044098, 49.0787852314], [1.809801672, 49.0802073583], [1.8036947999, 49.08211246], [1.8032132601, 49.0823351728], [1.8029373884, 49.0826030952], [1.8027990878, 49.0827824638], [1.8020335875, 49.0840373607], [1.8015415089, 49.0852482178], [1.801316487, 49.0859212971], [1.804936949, 49.093022575], [1.8096492983, 49.0985968358], [1.8147144283, 49.1017239911], [1.815268878, 49.107844998], [1.8153356323, 49.107980537], [1.8154725868, 49.1079809868], [1.822677818, 49.1128867688], [1.8275683245, 49.1166230642], [1.8276357863, 49.1166686818], [1.829969978, 49.1160044208], [1.834859507, 49.1143362098], [1.8381750205, 49.1111329544], [1.8479907705, 49.1023675064], [1.8488194029, 49.1015616576], [1.8488894868, 49.1014274471], [1.848483182, 49.1009766496], [1.8442869794, 49.0958864122], [1.8385828642, 49.0901798586], [1.8361380299, 49.0883271965], [1.8332902671, 49.0857098248], [1.8311973408, 49.0829603378], [1.8310617675, 49.0827800729]]]}";49.0959023243, 1.8246182542
