CODGEO;LIBGEO;REG;DEP;P14_POP;P09_POP;SUPERF;NAIS0914;DECE0914;P14_MEN;NAISD16;DECESD16;P14_LOG;P14_RP;P14_RSECOCC;P14_LOGVAC;P14_RP_PROP;NBMENFISC14;PIMP14;MED14;TP6014;P14_EMPLT;P14_EMPLT_SAL;P09_EMPLT;P14_POP1564;P14_CHOM1564;P14_ACT1564;ETTOT15;ETAZ15;ETBE15;ETFZ15;ETGU15;ETGZ15;ETOQ15;ETTEF115;ETTEFP1015;Geo Shape;geo_point_2d
77137;Courtacon;11;77;252.0;192.0;11.88;16.0;6.0;92.4734394214;1.0;1.0;107.473439421;92.4734394214;5.0;10.0;78.2467564335;87.0;;20121.9047619;;46.2342118413;22.9978349346;49.183725;152.413219085;10.1619164199;116.846511615;23.0;10.0;1.0;0.0;11.0;5.0;1.0;5.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.2735317288, 48.7140797086], [3.2771774341, 48.714410384], [3.2831217715, 48.7217996866], [3.2869967489, 48.7268857101], [3.2915932883, 48.7285969753], [3.2922405674, 48.7276482938], [3.2993545501, 48.725673503], [3.3112760916, 48.7188729653], [3.3120701333, 48.7177699803], [3.3057957109, 48.7149808755], [3.3053612059, 48.7113347555], [3.3053414474, 48.7058598881], [3.3054540663, 48.7053649042], [3.3058595287, 48.7038240113], [3.3106776104, 48.6964045813], [3.3147712498, 48.6909593342], [3.3155710863, 48.6908987558], [3.3162757733, 48.6908303293], [3.31838927, 48.6905341808], [3.3206463838, 48.6892922767], [3.3217385784, 48.6881776023], [3.3222176691, 48.6876618172], [3.3210213093, 48.6868537294], [3.321470611, 48.6865754848], [3.3209385275, 48.6859823735], [3.3068708777, 48.6837428626], [3.3043457969, 48.6830711382], [3.3034061632, 48.6828990366], [3.3014243965, 48.682914856], [3.2963484124, 48.6829563613], [3.2938195575, 48.683515789], [3.2902926146, 48.6843897098], [3.2853407429, 48.6860431783], [3.2831588727, 48.6870090025], [3.2808528627, 48.6871349831], [3.2784886889, 48.6870550786], [3.2760541014, 48.6867594199], [3.2716373301, 48.6861597281], [3.2638452686, 48.6850843778], [3.2635889923, 48.6851766895], [3.2622158317, 48.6865720808], [3.2609765891, 48.6878673216], [3.2605089397, 48.6883468558], [3.2598424069, 48.6928195072], [3.2597569808, 48.6964076122], [3.2601045838, 48.6969078493], [3.2603684643, 48.6972382717], [3.2606031018, 48.6974257446], [3.2629036697, 48.698549507], [3.265076303, 48.698541101], [3.2699148565, 48.6980085691], [3.2723244913, 48.697593842], [3.273190398, 48.6974074744], [3.2735143241, 48.6972520264], [3.2738062015, 48.6969446437], [3.2741785551, 48.6964382962], [3.2768831451, 48.6955523839], [3.2785101454, 48.6979681228], [3.2797438207, 48.7004926918], [3.271966951, 48.7048693983], [3.2734783876, 48.7111593493], [3.2735317288, 48.7140797086]]]}";48.7019116911, 3.29073250073
77146;Croissy-Beaubourg;11;77;2008.0;2037.0;11.63;75.0;49.0;763.0;14.0;12.0;778.0;763.0;3.0;12.0;638.0;756.0;84.126984127;28921.3333333;;6526.87954294;6180.08776512;6808.979;1258.0;85.0;943.0;637.0;0.0;40.0;88.0;482.0;172.0;27.0;194.0;119.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.6810682953, 48.8103956266], [2.681946097, 48.8093591976], [2.6834317146, 48.8075572122], [2.6862659548, 48.8042684977], [2.6876848457, 48.8026470506], [2.6867711756, 48.8013054953], [2.6829111561, 48.8009076883], [2.6768585761, 48.8012845048], [2.6761097624, 48.8012869749], [2.66950103, 48.8017554455], [2.6560375527, 48.8027805205], [2.6534131694, 48.8067922297], [2.6433764116, 48.8074516266], [2.6376051017, 48.8056049508], [2.6323551764, 48.804599611], [2.6300211408, 48.8044575039], [2.6286046924, 48.8045205645], [2.628143861, 48.8046090691], [2.6290487495, 48.8058332278], [2.6298153058, 48.8071774656], [2.630210264, 48.8085088561], [2.6302089512, 48.8094621832], [2.629097793, 48.8175089614], [2.6281555126, 48.8193991908], [2.6278856078, 48.8196240907], [2.6285047634, 48.8208446489], [2.6296067572, 48.8233141087], [2.6304340882, 48.8251540543], [2.6320768959, 48.8266781311], [2.6342652927, 48.8286948995], [2.6379692135, 48.8310228995], [2.6383094646, 48.8310670978], [2.6550620295, 48.8323262112], [2.658534682, 48.8324971592], [2.660113873, 48.8324476964], [2.6612023447, 48.8324444891], [2.6656262759, 48.8323427213], [2.6659637033, 48.831982126], [2.6719299949, 48.8277132363], [2.6759156757, 48.8235412106], [2.6779028265, 48.8178176735], [2.6792541888, 48.8137714829], [2.6804598415, 48.8110262555], [2.6810682953, 48.8103956266]]]}";48.8165872264, 2.65573957716
77150;Cuisy;11;77;430.0;445.0;3.33;28.0;9.0;156.009070295;6.0;4.0;166.009070295;156.009070295;4.0;6.0;129.682539683;155.0;;24333.3333333;;63.1835055985;50.4307408788;56.180168;278.866213152;12.6757369615;231.088435374;28.0;1.0;0.0;8.0;16.0;7.0;3.0;10.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.7742707581, 49.0122389328], [2.7741360137, 49.0124185183], [2.7719692194, 49.0146282375], [2.7691781575, 49.0157621805], [2.7653474769, 49.0151918595], [2.7645255173, 49.0149699477], [2.7623273837, 49.0137579988], [2.7616976578, 49.0145498394], [2.7607449397, 49.018681529], [2.7618458853, 49.021278777], [2.7641917148, 49.0240564984], [2.7673870229, 49.0262018906], [2.7701623008, 49.0272251099], [2.7724223812, 49.0278903134], [2.7729009744, 49.027888522], [2.783324124, 49.0266821976], [2.7877840612, 49.0254349035], [2.7931017284, 49.0236799854], [2.7954837376, 49.0225834638], [2.7994318997, 49.0195122078], [2.8000393089, 49.0187012539], [2.800644151, 49.0174856567], [2.7996022418, 49.0171754999], [2.7907745522, 49.0152145899], [2.7746125106, 49.0122368773], [2.7742707581, 49.0122389328]]]}";49.020096959, 2.77894041832
77151;Dagny;11;77;333.0;344.0;7.89;22.0;10.0;117.646706587;1.0;3.0;138.646706587;117.646706587;12.0;9.0;104.685628743;118.0;;23823.7333333;;42.9379189334;24.9897980381;28.107382;219.341317365;8.97305389222;173.479041916;26.0;4.0;0.0;3.0;17.0;7.0;2.0;6.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.1573542941, 48.7323337986], [3.1576263551, 48.7323775113], [3.1596694628, 48.7326779008], [3.1615868127, 48.7327544697], [3.1630128928, 48.7326904707], [3.1636232232, 48.7326410669], [3.1638253848, 48.732504977], [3.1699631521, 48.7254952789], [3.177360408, 48.7208047878], [3.1842237181, 48.7188687075], [3.1910849925, 48.7168863606], [3.191686174, 48.7162530942], [3.1917507565, 48.7160731035], [3.1916723341, 48.7154445246], [3.190966446, 48.7138311694], [3.1905463738, 48.7130610238], [3.1896263117, 48.7115847139], [3.1894175577, 48.7113610854], [3.1879219405, 48.7111925571], [3.187446269, 48.7111960037], [3.1869756692, 48.7114773667], [3.1834568239, 48.7083446861], [3.1820779597, 48.7026497301], [3.1821517679, 48.6988737429], [3.1822856555, 48.6986927494], [3.179824361, 48.6985300874], [3.1726372248, 48.6991658214], [3.1679316226, 48.7020840447], [3.163515395, 48.701670139], [3.1580601285, 48.7004902242], [3.156654694, 48.6998975444], [3.1554935331, 48.7001041373], [3.154462053, 48.7005147251], [3.1507631139, 48.7027878567], [3.1386816382, 48.707508392], [3.1367700313, 48.70770128], [3.1358237551, 48.708066634], [3.135689449, 48.7081576302], [3.1360339767, 48.7084252707], [3.1433556216, 48.7111168117], [3.1461770242, 48.7135193807], [3.1468367772, 48.7166216187], [3.1478929573, 48.7190415857], [3.1483141655, 48.7199377955], [3.1488896294, 48.7210568694], [3.1490987619, 48.7214604522], [3.1516146786, 48.7255856561], [3.1534654922, 48.7280953855], [3.1561851894, 48.7314880791], [3.1568748985, 48.7320673015], [3.1573542941, 48.7323337986]]]}";48.7136689989, 3.16486180984
77141;Coutevroult;11;77;1070.0;913.0;7.79;102.0;19.0;372.908921933;19.0;3.0;420.65472529;372.908921933;19.0983213429;28.6474820144;288.382899628;367.0;;24680.7142857;;243.751903694;207.933759392;233.976801;705.046468401;43.7546468401;586.710037175;72.0;4.0;4.0;14.0;44.0;10.0;6.0;12.0;5.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.8356398946, 48.860952356], [2.835914659, 48.8611307982], [2.8411978162, 48.8651084118], [2.8419524435, 48.865734435], [2.843053207, 48.8668528325], [2.843398101, 48.8673011427], [2.8440230319, 48.8684665697], [2.8510869274, 48.8718740646], [2.8603350941, 48.8750642684], [2.8613946347, 48.8739638479], [2.8625304336, 48.8718463855], [2.8625977089, 48.8716666008], [2.8636740352, 48.8703584353], [2.8648348426, 48.8606381566], [2.8629588141, 48.8556654758], [2.8614414427, 48.8517552636], [2.8605678659, 48.8441333323], [2.8525949138, 48.840011119], [2.8503177222, 48.8368750005], [2.8499045467, 48.8308551944], [2.84983105, 48.8303604632], [2.8496258719, 48.8301821353], [2.849217079, 48.8302283865], [2.8413517401, 48.8333632135], [2.8411484843, 48.8334537772], [2.8411516119, 48.8337685508], [2.840225082, 48.8364914178], [2.8392231438, 48.8419868217], [2.8326264449, 48.8409651227], [2.8234426547, 48.8415670664], [2.8249071156, 48.8424442716], [2.8295993093, 48.8454593168], [2.8310619705, 48.8465369916], [2.8323186923, 48.8476890034], [2.8334621115, 48.8489208834], [2.8322269633, 48.8490927283], [2.8305004223, 48.8495147781], [2.8275881457, 48.8503928581], [2.8297087344, 48.8545058164], [2.8310824977, 48.8557587235], [2.832602249, 48.8569830393], [2.8338457853, 48.8580855427], [2.8345081605, 48.8593751877], [2.8350187606, 48.8599667462], [2.8356389571, 48.8608174568], [2.8356398946, 48.860952356]]]}";48.8535354388, 2.84782171694
77119;Clos-Fontaine;11;77;273.0;255.0;5.97;17.0;5.0;100.0;2.0;2.0;107.0;100.0;6.0;1.0;95.0;98.0;;22524.6428571;;20.0782602277;12.0543329338;32.230251;185.0;12.0;136.0;22.0;5.0;1.0;4.0;8.0;0.0;4.0;4.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.9937632351, 48.6077613556], [2.9936643172, 48.6069355966], [2.9954167915, 48.6066775163], [2.9968599392, 48.6073584954], [2.9995306586, 48.6104546588], [3.0047845056, 48.612728527], [3.0088109757, 48.6143249263], [3.0175107181, 48.6143428545], [3.0188915639, 48.6139234723], [3.0309830307, 48.6099756867], [3.0335569789, 48.6090026162], [3.0361171842, 48.6079089586], [3.036385565, 48.6076372238], [3.0371343925, 48.6020285109], [3.0366141349, 48.5950501918], [3.0356758315, 48.5932109506], [3.0334160825, 48.59439538], [3.0220857561, 48.5933824589], [3.0186983694, 48.593356953], [3.0149028203, 48.593334101], [3.0141583704, 48.5933827662], [3.0024763205, 48.5975933486], [2.9879605121, 48.6018996652], [2.9877570839, 48.6018555681], [2.9876972502, 48.6025302003], [2.9875771326, 48.6057576523], [2.9895312906, 48.6075154915], [2.9928083306, 48.607710929], [2.9937632351, 48.6077613556]]]}";48.6035079488, 3.01530524677
77257;Lizy-sur-Ourcq;11;77;3609.0;3541.0;11.16;321.0;188.0;1456.0;53.0;44.0;1592.7409201;1456.0;20.1089588378;116.631961259;550.621882596;1496.0;49.2985971944;17438.0952381;21.2791156731;1357.76861707;1223.56375714;1516.451703;2227.87375035;295.778672798;1659.80211719;322.0;3.0;21.0;44.0;193.0;61.0;61.0;85.0;27.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.0383244802, 49.0457757449], [3.0381847946, 49.0455518978], [3.0366044949, 49.0449319672], [3.0380701931, 49.0422277237], [3.0396839904, 49.0402319506], [3.0402252514, 49.0397794892], [3.0415951742, 49.0391469074], [3.0434182751, 49.0391309763], [3.0455886904, 49.0390303644], [3.0467386477, 49.0387448859], [3.04878282, 49.0382234542], [3.0501733665, 49.0378542218], [3.0513241939, 49.0371173154], [3.0520839477, 49.0364740814], [3.0535925373, 49.0339395512], [3.0537521206, 49.033534852], [3.0536778557, 49.0331302571], [3.0531917684, 49.0325271277], [3.051931069, 49.0312985076], [3.0482291105, 49.0295952138], [3.0452625892, 49.0289363728], [3.0396897194, 49.0280472591], [3.032934348, 49.0272769078], [3.0302635793, 49.0267533894], [3.0294389164, 49.0264883365], [3.0290258041, 49.0261764219], [3.0277738306, 49.0245662862], [3.0278407557, 49.0244313936], [3.0298731592, 49.0231163016], [3.0315067781, 49.0227022602], [3.0330734343, 49.0223790323], [3.0343010587, 49.0221466987], [3.0335348382, 49.0212612195], [3.0308747186, 49.0197423114], [3.0286496724, 49.0185343576], [3.0242367969, 49.0190379745], [3.0184703306, 49.0194975846], [3.0143422856, 49.0173643801], [3.0144482693, 49.0150264785], [3.0136921895, 49.0146264279], [3.0128925641, 49.0149816962], [3.0113932491, 49.0164816942], [3.0103831934, 49.0175662057], [3.0090521019, 49.0202782575], [3.0002556792, 49.0236271562], [2.993633739, 49.0257337682], [2.9895928982, 49.0277197724], [2.9843819828, 49.0317466189], [2.983979776, 49.0322878689], [2.9843323061, 49.0332293505], [2.9867334819, 49.0339804492], [2.98714509, 49.0340686129], [2.9953870799, 49.0362694856], [3.0024947603, 49.0415773399], [3.0048558316, 49.0453141957], [3.0055756998, 49.048892827], [3.0032599912, 49.0521406726], [3.0057500445, 49.0544630994], [3.0087952132, 49.0534028107], [3.011614611, 49.0526895402], [3.0236351627, 49.0518866279], [3.0370822635, 49.0474009205], [3.0380538116, 49.0460024199], [3.0383244802, 49.0457757449]]]}";49.0349493228, 3.01878834956
77272;Maison-Rouge;11;77;891.0;868.0;13.91;53.0;25.0;313.0;12.0;5.0;353.0;313.0;15.0;25.0;266.0;307.0;;22203.125;;131.12829228;104.041917855;148.87223;611.0;49.0;477.0;70.0;16.0;5.0;13.0;31.0;10.0;5.0;18.0;0.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.1842420387, 48.5421054636], [3.1844298849, 48.5412047085], [3.1846888007, 48.5404837551], [3.1855835933, 48.5380049569], [3.1868934962, 48.5353437823], [3.1868918211, 48.535253828], [3.1852000494, 48.5352663705], [3.1763888351, 48.5344746544], [3.1746921235, 48.5342171839], [3.1710954331, 48.5336583839], [3.1687839024, 48.533000504], [3.1538801668, 48.5337799643], [3.1423733451, 48.5371361945], [3.1382785444, 48.5382034147], [3.1361874744, 48.5399410891], [3.1357200501, 48.540438183], [3.135423074, 48.5408451245], [3.1349910879, 48.5414321311], [3.1339960283, 48.5427430201], [3.1335284438, 48.5431951263], [3.1333282882, 48.5433311847], [3.1328574156, 48.5435593009], [3.1304459644, 48.5451937745], [3.1332247795, 48.5484470991], [3.1342141167, 48.5517311692], [3.1307651539, 48.556383907], [3.1266445204, 48.5615005114], [3.1246580892, 48.564480112], [3.124264376, 48.5653368918], [3.12393674, 48.5660577696], [3.1237400325, 48.5665536237], [3.1238204466, 48.5673172535], [3.1237011183, 48.5684418076], [3.1233151952, 48.5697483448], [3.1230489183, 48.5700643599], [3.120771694, 48.5717875165], [3.1194319424, 48.5727405829], [3.1209511139, 48.573764524], [3.124295245, 48.5754953891], [3.1247035867, 48.575627194], [3.1250407985, 48.5754901103], [3.1336303351, 48.5746684906], [3.1416907839, 48.5767946702], [3.1563859656, 48.5778305234], [3.1581470357, 48.577863278], [3.160043531, 48.577849948], [3.1630229476, 48.5777622467], [3.1662022678, 48.5774475082], [3.1672159676, 48.577350737], [3.1676904252, 48.5773473707], [3.1677192554, 48.5749194746], [3.1676481939, 48.5747405663], [3.165260135, 48.5735879976], [3.1655841123, 48.5727320837], [3.1656484653, 48.5725071088], [3.1665464845, 48.5693088805], [3.1666837866, 48.5660271479], [3.1661993026, 48.5654008418], [3.1641286486, 48.5628894811], [3.1630326359, 48.5621416641], [3.1587937967, 48.5595638907], [3.1586548926, 48.5593400878], [3.1589737056, 48.5581153728], [3.1593009441, 48.5574384719], [3.1595006755, 48.5571674389], [3.1640125393, 48.5513375861], [3.1699919604, 48.54841912], [3.1751344981, 48.5482479385], [3.1786336395, 48.546910486], [3.1801122779, 48.5462704673], [3.1817906074, 48.5454043348], [3.1826608835, 48.5447688102], [3.1833264159, 48.5440895161], [3.1835906853, 48.5437283838], [3.1837884111, 48.5433223755], [3.1841152369, 48.5426453982], [3.1842420387, 48.5421054636]]]}";48.5550847333, 3.15139682854
77258;Lognes;11;77;13833.0;14756.0;3.37;1120.0;189.0;5134.07719765;238.0;53.0;5372.47069655;5134.07719765;32.5553423056;205.838156594;2634.20696706;4764.0;64.8478488982;20033.7037037;14.7416190894;8339.46538081;7773.18774314;8845.225994;9937.70978498;1184.00423766;7791.9053179;1184.0;2.0;53.0;75.0;912.0;203.0;142.0;258.0;126.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.6377122421, 48.845457511], [2.6378467185, 48.8453221179], [2.6453770274, 48.8428373158], [2.6540692386, 48.8370026476], [2.6550170807, 48.8362364445], [2.6584670483, 48.8326318684], [2.658534682, 48.8324971592], [2.6550620295, 48.8323262112], [2.6383094646, 48.8310670978], [2.6379692135, 48.8310228995], [2.6342652927, 48.8286948995], [2.6320768959, 48.8266781311], [2.6304340882, 48.8251540543], [2.6296067572, 48.8233141087], [2.6285047634, 48.8208446489], [2.6278856078, 48.8196240907], [2.6216347323, 48.8214454652], [2.6153691964, 48.8233483058], [2.6153709604, 48.8236630869], [2.6157307686, 48.8247407747], [2.6162805939, 48.8257273359], [2.6163493973, 48.8258174922], [2.6163497666, 48.8259523969], [2.6175072409, 48.8259947768], [2.6188697455, 48.826125936], [2.6210503532, 48.8267048558], [2.6223494821, 48.8276910608], [2.6228977087, 48.8285435797], [2.6216129756, 48.8300738185], [2.6211404459, 48.8306146321], [2.6206658365, 48.8310655018], [2.619445126, 48.8318323683], [2.6187696784, 48.8327322663], [2.6191844873, 48.8339450124], [2.6205616228, 48.8369613066], [2.6223194077, 48.83955159], [2.6310079206, 48.8424188326], [2.6368927683, 48.8451447545], [2.6377122421, 48.845457511]]]}";48.8339644354, 2.63428680139
77227;Hermé;11;77;650.0;588.0;15.9;40.0;15.0;238.569206843;7.0;5.0;545.562670895;238.569206843;285.85620915;21.137254902;214.307931571;245.0;;21165.3333333;;102.728651209;77.4908581742;99.53986;411.430793157;32.3483670295;304.276827372;76.0;8.0;6.0;11.0;47.0;9.0;4.0;14.0;2.0;"{""type"": ""Polygon"", ""coordinates"": [[[3.3826172341, 48.4787518528], [3.3821771072, 48.4794441757], [3.3817378684, 48.479701979], [3.3813357146, 48.4798499084], [3.3742223839, 48.4787129293], [3.3652297159, 48.4763731322], [3.3647594595, 48.4760696069], [3.3639430125, 48.4754009965], [3.3632707406, 48.474838994], [3.3628152713, 48.4743222058], [3.3587335495, 48.4686094178], [3.3586074835, 48.4681761802], [3.3586584787, 48.4679178343], [3.357820645, 48.4676540735], [3.3565663409, 48.4672179307], [3.3539849049, 48.4663692125], [3.351422181, 48.4658784332], [3.3455371363, 48.4649717911], [3.3437608389, 48.4657740145], [3.3422703721, 48.4670602842], [3.3408687821, 48.4687115252], [3.3352060451, 48.4689552504], [3.3323149184, 48.4689363882], [3.3277045798, 48.4685218812], [3.3216389084, 48.467038797], [3.321516945, 48.4670040421], [3.3213990638, 48.4671941815], [3.3193627134, 48.4706866066], [3.3181718633, 48.4742064115], [3.3171756638, 48.4777211767], [3.3160910037, 48.4811740858], [3.3149232771, 48.4845642228], [3.3129073649, 48.4903081474], [3.3118837929, 48.4934270689], [3.316094535, 48.4943452299], [3.3190405297, 48.4949229964], [3.3256368515, 48.4961267592], [3.3400396274, 48.499440124], [3.3384142183, 48.5028434501], [3.3383584846, 48.5034373433], [3.3383659039, 48.5045879068], [3.3384114221, 48.5055584416], [3.3386323468, 48.5064376168], [3.3393891369, 48.5064399557], [3.3434073454, 48.5070797184], [3.3463723236, 48.5079176319], [3.3473602168, 48.5082646906], [3.348181209, 48.5087570649], [3.3488889122, 48.5093127375], [3.3491221234, 48.5101783612], [3.3525267729, 48.511326986], [3.3532074306, 48.5114733978], [3.3537340815, 48.5114691326], [3.3585447535, 48.511094879], [3.3608485994, 48.5064900769], [3.3643483832, 48.5000850487], [3.3723678124, 48.4930927527], [3.3788408713, 48.4853302463], [3.3804438711, 48.4830050202], [3.3815464915, 48.4812967134], [3.382783606, 48.4789294408], [3.3826172341, 48.4787518528]]]}";48.4862019772, 3.3456244827
77302;Montcourt-Fromonville;11;77;2019.0;2106.0;8.17;86.0;66.0;800.0;9.0;12.0;873.25;800.0;32.1095890411;41.1404109589;705.828595151;788.0;75.2851711027;23466.6666667;;193.282395907;144.605302932;278.449594;1341.30348276;87.7994144395;985.628628763;126.0;0.0;8.0;17.0;84.0;19.0;17.0;25.0;2.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.7191578924, 48.3135753061], [2.7187052303, 48.3127149941], [2.7189318928, 48.3114397217], [2.7192322917, 48.3110049672], [2.719633058, 48.3104642818], [2.7293463121, 48.3034771053], [2.7388034557, 48.2970400744], [2.7418903085, 48.2953211556], [2.7418891805, 48.2952761664], [2.7386476023, 48.2942082627], [2.7385792839, 48.2941181381], [2.7365531442, 48.2934955254], [2.7259312592, 48.2893056101], [2.7250505662, 48.288589173], [2.7238263001, 48.2870648595], [2.7225342988, 48.285360424], [2.7207675334, 48.2832085795], [2.7202246605, 48.282626062], [2.7187364287, 48.2818658477], [2.718601863, 48.2818214402], [2.7145383994, 48.2834087522], [2.7098061089, 48.285715879], [2.7073211151, 48.2867579582], [2.7041627648, 48.2878918761], [2.7012056747, 48.2889353437], [2.6987152427, 48.2892214443], [2.6942706535, 48.2893701974], [2.6919131346, 48.2895116399], [2.6920523691, 48.2901409215], [2.6926682258, 48.2915776088], [2.6934401264, 48.2919233118], [2.6941975961, 48.2940603525], [2.6942502656, 48.2952076545], [2.6938658699, 48.2991717987], [2.6936658112, 48.299487088], [2.6929277329, 48.3000286149], [2.6919204574, 48.3004812627], [2.691315524, 48.3006182454], [2.6902613907, 48.3044492536], [2.6908549547, 48.3083259445], [2.6948532528, 48.313554738], [2.6958016595, 48.3142256748], [2.6968161249, 48.3146727414], [2.6971520039, 48.314670902], [2.6989019646, 48.314351465], [2.7004492536, 48.3138515445], [2.7067673439, 48.3111708854], [2.7176302472, 48.3132135816], [2.7191578924, 48.3135753061]]]}";48.2989303201, 2.71207385598
